approach_id,sample_id,side_label,double_review_required,evidence_shot_date,pano_distance_m,roadview_link,resolved_roadview_url,pass1_reviewer,pass1_date,pass1_curb,pass1_tactile,pass1_obstacle,pass1_result,pass1_note,pass2_reviewer,pass2_date,pass2_curb,pass2_tactile,pass2_obstacle,pass2_result,pass2_note,final_ai_precheck_curb,final_ai_precheck_tactile,final_ai_precheck_obstacle,final_ai_precheck_result,final_ai_precheck_note,ai_candidate_label,ai_confidence,human_review_required,ai_human_approved,official_c_effect
CW21-A,CW21,A,True,2025-11-18 11:18:33,7.26,"https://map.kakao.com/link/roadview/37.3930376,126.9232238",https://map.kakao.com/?panoid=1202871152&pan=233.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483004.0&urlY=1081607.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,Codex_AI_precheck_2,2026-09-15,있음,있음,없음,pass,역순·착지부 중심 재판독에서 경사로와 점자블록을 확인,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW21-B,CW21,B,True,2025-11-18 11:18:33,4.97,"https://map.kakao.com/link/roadview/37.3931037,126.9231702",https://map.kakao.com/?panoid=1202871152&pan=233.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483004.0&urlY=1081607.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,Codex_AI_precheck_2,2026-09-15,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,visibility_review_needed,0.52,Y,,미반영(사람 승인 전)
CW22-A,CW22,A,False,2025-11-17 11:58:28,11.67,"https://map.kakao.com/link/roadview/37.3921408,126.9236185",https://map.kakao.com/?panoid=1202969686&pan=327.0&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483115.0&urlY=1081356.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,,,,,,,,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW22-B,CW22,B,False,2025-11-17 11:58:28,4.25,"https://map.kakao.com/link/roadview/37.3922192,126.9237693",https://map.kakao.com/?panoid=1202969686&pan=327.0&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483115.0&urlY=1081356.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,,,,,,,,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,visibility_review_needed,0.52,Y,,미반영(사람 승인 전)
CW23-A,CW23,A,True,2025-11-18 10:22:37,6.55,"https://map.kakao.com/link/roadview/37.3921163,126.9238832",https://map.kakao.com/?panoid=1202870512&pan=238.8&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483156.0&urlY=1081348.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,Codex_AI_precheck_2,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,geometry_mismatch_candidate,0.58,Y,,미반영(사람 승인 전)
CW23-B,CW23,B,True,2025-11-18 10:22:37,5.98,"https://map.kakao.com/link/roadview/37.3921604,126.9238474",https://map.kakao.com/?panoid=1202870512&pan=238.8&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483156.0&urlY=1081348.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,Codex_AI_precheck_2,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,geometry_mismatch_candidate,0.58,Y,,미반영(사람 승인 전)
CW24-A,CW24,A,False,2025-11-17 11:58:26,21.11,"https://map.kakao.com/link/roadview/37.3920183,126.9235927",https://map.kakao.com/?panoid=1202969685&pan=327.1&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483129.0&urlY=1081335.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,,,,,,,,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW24-B,CW24,B,False,2025-11-17 11:58:26,7.15,"https://map.kakao.com/link/roadview/37.3920871,126.9237249",https://map.kakao.com/?panoid=1202969685&pan=327.1&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483129.0&urlY=1081335.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,,,,,,,,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,visibility_review_needed,0.52,Y,,미반영(사람 승인 전)
CW25-A,CW25,A,True,2025-11-17 11:58:25,12.07,"https://map.kakao.com/link/roadview/37.3919802,126.9237436",https://map.kakao.com/?panoid=1202969684&pan=326.9&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483142.0&urlY=1081314.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,Codex_AI_precheck_2,2026-09-15,있음,있음,없음,pass,역순·착지부 중심 재판독에서 경사로와 점자블록을 확인,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW25-B,CW25,B,True,2025-11-17 11:58:25,4.37,"https://map.kakao.com/link/roadview/37.3920609,126.9238972",https://map.kakao.com/?panoid=1202969684&pan=326.9&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483142.0&urlY=1081314.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,Codex_AI_precheck_2,2026-09-15,있음,있음,없음,pass,역순·착지부 중심 재판독에서 경사로와 점자블록을 확인,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW26-A,CW26,A,False,2025-11-17 11:57:37,9.26,"https://map.kakao.com/link/roadview/37.3913037,126.9243626",https://map.kakao.com/?panoid=1202969675&pan=326.8&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483266.0&urlY=1081128.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,,,,,,,,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW26-B,CW26,B,False,2025-11-17 11:57:37,5.5,"https://map.kakao.com/link/roadview/37.3913568,126.9244684",https://map.kakao.com/?panoid=1202969675&pan=326.8&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483266.0&urlY=1081128.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,,,,,,,,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,geometry_mismatch_candidate,0.58,Y,,미반영(사람 승인 전)
CW27-A,CW27,A,True,2025-11-17 11:57:25,8.9,"https://map.kakao.com/link/roadview/37.3904568,126.9250558",https://map.kakao.com/?panoid=1202969663&pan=328.0&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483430.0&urlY=1080878.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,Codex_AI_precheck_2,2026-09-15,있음,있음,없음,pass,역순·착지부 중심 재판독에서 경사로와 점자블록을 확인,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW27-B,CW27,B,True,2025-11-17 11:57:25,6.16,"https://map.kakao.com/link/roadview/37.3905261,126.9251850",https://map.kakao.com/?panoid=1202969663&pan=328.0&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483430.0&urlY=1080878.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,차량/적치물가림,unknown,차량·적치물 또는 공사물로 핵심 시설이 가려짐,Codex_AI_precheck_2,2026-09-15,판독불가,판독불가,차량/적치물가림,unknown,차량·적치물 또는 공사물로 핵심 시설이 가려짐,판독불가,판독불가,차량/적치물가림,unknown,차량·적치물 또는 공사물로 핵심 시설이 가려짐,occlusion_review_needed,0.52,Y,,미반영(사람 승인 전)
CW28-A,CW28,A,False,2025-11-17 13:29:46,3.89,"https://map.kakao.com/link/roadview/37.3904031,126.9253464",https://map.kakao.com/?panoid=1202970288&pan=58.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483475.0&urlY=1080867.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,,,,,,,,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,visibility_review_needed,0.52,Y,,미반영(사람 승인 전)
CW28-B,CW28,B,False,2025-11-17 11:57:25,10.14,"https://map.kakao.com/link/roadview/37.3905063,126.9252620",https://map.kakao.com/?panoid=1202969663&pan=328.0&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483430.0&urlY=1080878.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,,,,,,,,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW29-A,CW29,A,True,2025-11-17 13:29:43,3.48,"https://map.kakao.com/link/roadview/37.3903101,126.9250887",https://map.kakao.com/?panoid=1202970285&pan=67.5&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483408.0&urlY=1080836.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,Codex_AI_precheck_2,2026-09-15,있음,있음,없음,pass,역순·착지부 중심 재판독에서 경사로와 점자블록을 확인,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW29-B,CW29,B,True,2025-11-17 13:29:43,8.73,"https://map.kakao.com/link/roadview/37.3904032,126.9250423",https://map.kakao.com/?panoid=1202970285&pan=67.5&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483408.0&urlY=1080836.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,Codex_AI_precheck_2,2026-09-15,있음,있음,없음,pass,역순·착지부 중심 재판독에서 경사로와 점자블록을 확인,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW30-A,CW30,A,False,2025-11-17 13:29:32,4.88,"https://map.kakao.com/link/roadview/37.3901262,126.9240946",https://map.kakao.com/?panoid=1202970276&pan=110.3&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483198.0&urlY=1080769.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,,,,,,,,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,visibility_review_needed,0.52,Y,,미반영(사람 승인 전)
CW30-B,CW30,B,False,2025-11-17 13:29:32,13.66,"https://map.kakao.com/link/roadview/37.3902047,126.9241286",https://map.kakao.com/?panoid=1202970276&pan=110.3&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483198.0&urlY=1080769.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,,,,,,,,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW31-A,CW31,A,False,2025-11-17 11:57:23,5.35,"https://map.kakao.com/link/roadview/37.3903237,126.9252060",https://map.kakao.com/?panoid=1202969661&pan=334.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483455.0&urlY=1080835.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,,,,,,,,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,visibility_review_needed,0.52,Y,,미반영(사람 승인 전)
CW31-B,CW31,B,False,2025-11-17 13:29:46,8.1,"https://map.kakao.com/link/roadview/37.3903649,126.9253450",https://map.kakao.com/?panoid=1202970288&pan=58.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483475.0&urlY=1080867.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,,,,,,,,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW32-A,CW32,A,True,2025-11-17 13:29:35,4.79,"https://map.kakao.com/link/roadview/37.3900488,126.9242948",https://map.kakao.com/?panoid=1202970278&pan=71.5&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483247.0&urlY=1080769.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,Codex_AI_precheck_2,2026-09-15,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,visibility_review_needed,0.52,Y,,미반영(사람 승인 전)
CW32-B,CW32,B,True,2025-11-17 13:29:34,7.06,"https://map.kakao.com/link/roadview/37.3901217,126.9242586",https://map.kakao.com/?panoid=1202970277&pan=90.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483222.0&urlY=1080765.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,Codex_AI_precheck_2,2026-09-15,있음,있음,없음,pass,역순·착지부 중심 재판독에서 경사로와 점자블록을 확인,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW33-A,CW33,A,True,2025-11-17 15:39:09,4.02,"https://map.kakao.com/link/roadview/37.3899822,126.9254940",https://map.kakao.com/?panoid=1202972599&pan=251.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483511.0&urlY=1080749.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,Codex_AI_precheck_2,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,geometry_mismatch_candidate,0.58,Y,,미반영(사람 승인 전)
CW33-B,CW33,B,True,2025-11-17 15:39:09,4.75,"https://map.kakao.com/link/roadview/37.3900158,126.9254662",https://map.kakao.com/?panoid=1202972599&pan=251.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483511.0&urlY=1080749.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,Codex_AI_precheck_2,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,geometry_mismatch_candidate,0.58,Y,,미반영(사람 승인 전)
CW34-A,CW34,A,True,2025-11-17 13:10:05,10.36,"https://map.kakao.com/link/roadview/37.3896222,126.9254856",https://map.kakao.com/?panoid=1202970045&pan=233.1&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483504.0&urlY=1080615.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,Codex_AI_precheck_2,2026-09-15,있음,있음,없음,pass,역순·착지부 중심 재판독에서 경사로와 점자블록을 확인,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW34-B,CW34,B,True,2025-11-17 11:57:08,1.29,"https://map.kakao.com/link/roadview/37.3896570,126.9256144",https://map.kakao.com/?panoid=1202969653&pan=339.7&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483529.0&urlY=1080649.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,Codex_AI_precheck_2,2026-09-15,있음,있음,없음,pass,역순·착지부 중심 재판독에서 경사로와 점자블록을 확인,판독불가,판독불가,판독불일치,unknown,AI 반복판독 불일치(unknown↔pass); 사람 조정 필요,visibility_review_needed,0.52,Y,,미반영(사람 승인 전)
CW35-A,CW35,A,False,2025-11-17 11:57:07,3.97,"https://map.kakao.com/link/roadview/37.3895655,126.9256825",https://map.kakao.com/?panoid=1202969652&pan=339.6&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483537.0&urlY=1080625.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,,,,,,,,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW35-B,CW35,B,False,2025-11-17 11:57:08,3.92,"https://map.kakao.com/link/roadview/37.3896352,126.9256407",https://map.kakao.com/?panoid=1202969653&pan=339.7&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483529.0&urlY=1080649.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,,,,,,,,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,geometry_mismatch_candidate,0.58,Y,,미반영(사람 승인 전)
CW36-A,CW36,A,True,2025-11-17 13:10:05,8.73,"https://map.kakao.com/link/roadview/37.3894609,126.9255376",https://map.kakao.com/?panoid=1202970045&pan=233.1&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483504.0&urlY=1080615.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,원거리 착지부에 경사로와 점자블록이 있는 것으로 1차 판독,Codex_AI_precheck_2,2026-09-15,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,판독불가,판독불가,판독불일치,unknown,AI 반복판독 불일치(pass↔unknown); 사람 조정 필요,visibility_review_needed,0.52,Y,,미반영(사람 승인 전)
CW36-B,CW36,B,True,2025-11-17 13:10:05,2.83,"https://map.kakao.com/link/roadview/37.3895284,126.9254566",https://map.kakao.com/?panoid=1202970045&pan=233.1&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483504.0&urlY=1080615.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,Codex_AI_precheck_2,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,geometry_mismatch_candidate,0.58,Y,,미반영(사람 승인 전)
CW37-A,CW37,A,False,2025-11-17 11:57:06,8.46,"https://map.kakao.com/link/roadview/37.3894277,126.9256118",https://map.kakao.com/?panoid=1202969651&pan=339.3&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483546.0&urlY=1080602.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,차량/적치물가림,unknown,차량·적치물 또는 공사물로 핵심 시설이 가려짐,,,,,,,,판독불가,판독불가,차량/적치물가림,unknown,차량·적치물 또는 공사물로 핵심 시설이 가려짐,occlusion_review_needed,0.52,Y,,미반영(사람 승인 전)
CW37-B,CW37,B,False,2025-11-17 11:57:06,3.87,"https://map.kakao.com/link/roadview/37.3894543,126.9257042",https://map.kakao.com/?panoid=1202969651&pan=339.3&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483546.0&urlY=1080602.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,,,,,,,,판독불가,판독불가,시야불충분,unknown,착지부가 카메라 직하부·화면 밖에 있어 핵심 시설을 확인할 수 없음,visibility_review_needed,0.52,Y,,미반영(사람 승인 전)
CW38-A,CW38,A,True,2025-11-17 13:10:10,6.02,"https://map.kakao.com/link/roadview/37.3892483,126.9252018",https://map.kakao.com/?panoid=1202970049&pan=225.5&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483430.0&urlY=1080548.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,Codex_AI_precheck_2,2026-09-15,있음,있음,없음,pass,역순·착지부 중심 재판독에서 경사로와 점자블록을 확인,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW38-B,CW38,B,True,2025-11-17 13:10:10,2.17,"https://map.kakao.com/link/roadview/37.3893016,126.9251378",https://map.kakao.com/?panoid=1202970049&pan=225.5&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483430.0&urlY=1080548.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,Codex_AI_precheck_2,2026-09-15,있음,있음,없음,pass,역순·착지부 중심 재판독에서 경사로와 점자블록을 확인,있음,있음,없음,pass,경사로와 점자블록이 보이고 통행공간이 열려 있음,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW39-A,CW39,A,False,2025-11-17 13:10:11,3.12,"https://map.kakao.com/link/roadview/37.3892446,126.9250951",https://map.kakao.com/?panoid=1202970050&pan=224.2&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483412.0&urlY=1080530.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,,,,,,,,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,geometry_mismatch_candidate,0.58,Y,,미반영(사람 승인 전)
CW39-B,CW39,B,False,2025-11-17 13:10:11,9.44,"https://map.kakao.com/link/roadview/37.3892997,126.9250289",https://map.kakao.com/?panoid=1202970050&pan=224.2&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483412.0&urlY=1080530.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,,,,,,,,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,geometry_mismatch_candidate,0.58,Y,,미반영(사람 승인 전)
CW40-A,CW40,A,False,2025-11-17 13:10:12,6.44,"https://map.kakao.com/link/roadview/37.3891477,126.9250639",https://map.kakao.com/?panoid=1202970051&pan=225.5&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483394.0&urlY=1080512.0,Codex_AI_precheck_1,2026-09-15,있음,있음,없음,pass,착지부 가장자리에서 점자블록과 낮춤부가 보임,,,,,,,,있음,있음,없음,pass,착지부 가장자리에서 점자블록과 낮춤부가 보임,likely_accessible_candidate,0.82,Y,,미반영(사람 승인 전)
CW40-B,CW40,B,False,2025-11-17 13:10:12,4.88,"https://map.kakao.com/link/roadview/37.3892009,126.9250001",https://map.kakao.com/?panoid=1202970051&pan=225.5&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483394.0&urlY=1080512.0,Codex_AI_precheck_1,2026-09-15,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,,,,,,,,판독불가,판독불가,지오메트리불일치,unknown,접근부 추정점과 영상의 실제 횡단 착지부가 정합하지 않음,geometry_mismatch_candidate,0.58,Y,,미반영(사람 승인 전)
