관리번호,횡단보도폭,횡단보도길이,관할지역,위도,경도,보도턱낮춤여부,점자블록유무
2024120459,8.24,13.77,호계1동,37.37754892,126.9580507,,
2024120460,18.06,18.09,호계1동,37.3776407,126.9580097,,
2024120461,10.36,12.37,호계1동,37.37798288,126.9590027,,
2024120462,7.72,12.84,신촌동,37.378082,126.9590498,,
2024120463,6.11,9.05,갈산동,37.37770924,126.9594099,,
2024120464,5.14,6.73,갈산동,37.37810759,126.9592763,,
2024120465,6.52,9.06,신촌동,37.37839365,126.9598991,,
2024120466,6.97,9.64,신촌동,37.37831155,126.9598586,,
2024120467,2.13,5.95,갈산동,37.3783611,126.9599939,,
2024120468,7.51,9.13,갈산동,37.37827258,126.9599494,,
2024120469,4.36,5.03,갈산동,37.37870116,126.9598652,,
2024120470,24,24.88,안양7동,37.39206247,126.9347773,,
2024120471,16.27,16.38,호계3동,37.36778771,126.9549243,,
2024120472,12.06,37.89,호계3동,37.37001726,126.9579659,,
2024120473,8.63,13.1,호계2동,37.3749715,126.9540676,,
2024120474,3.85,5.37,호계1동,37.37500417,126.9469051,,
2024120475,7.71,8.48,호계2동,37.37664994,126.9550023,,
2024120476,5.66,7.48,신촌동,37.37997497,126.9571324,,
2024120477,20.47,21.8,명학동,37.379965,126.9374533,,
2024120478,8.27,11.43,신촌동,37.38173234,126.9600049,,
2024120479,7.32,10.39,신촌동,37.38163481,126.9599651,,
2024120480,13.29,19.07,범계동,37.38374446,126.954963,,
2024120481,9.57,11.78,안양6동,37.38468386,126.930023,,
2024120482,9.92,11.7,명학동,37.38459177,126.9300016,,
2024120483,16.38,23.93,신촌동,37.38493141,126.9588952,,
2024120484,8.29,9.24,안양6동,37.38502296,126.9276172,,
2024120485,7.1,8.3,호계2동,37.38712825,126.9499884,,
2024120486,19.52,25.06,안양6동,37.38849465,126.9300001,,
2024120487,14.58,18.83,안양6동,37.38831963,126.9299196,,
2024120488,11.98,16.79,평안동,37.39003632,126.9639711,,
2024120489,5.4,8.05,범계동,37.39000134,126.9549101,,
2024120490,30.37,30.7,부흥동,37.39007881,126.9493591,,
2024120491,6.77,7.25,호계2동,37.39002978,126.9464906,,
2024120492,9.19,12.73,비산1동,37.40521609,126.9335967,,
2024120493,4.49,6.94,비산1동,37.40706495,126.9336444,,
2024120494,6.5,8.58,비산1동,37.4076918,126.9330887,,
2024120495,5.64,6.21,비산1동,37.40800908,126.9323981,,
2024120496,5.27,5.73,비산1동,37.40728646,126.9347885,,
2024120497,5.8,6.33,비산1동,37.4065873,126.9338848,,
2024120498,23.93,39.94,안양2동,37.40701334,126.9231133,,
2024120499,7.55,7.88,안양2동,37.40668399,126.9211625,,
2024120500,8.58,8.91,안양2동,37.40596097,126.92203,,
2024120501,6.66,9.42,안양2동,37.40596897,126.9204241,,
2024120502,9.96,11.96,안양2동,37.40599032,126.9202869,,
2024120503,5.88,6.74,안양2동,37.40563904,126.9207087,,
2024120504,6.09,6.39,안양2동,37.40639057,126.9153311,,
2024120505,6.32,7.35,안양2동,37.40530583,126.9186773,,
2024120506,11.21,13.46,안양2동,37.40632285,126.9179677,,
2024120507,5.41,6.03,안양2동,37.40729073,126.9170459,,
2024120508,11.2,13.32,안양2동,37.40725584,126.917196,,
2024120509,7.82,9.1,안양2동,37.40540711,126.9188862,,
2024120510,17.9,19.22,안양2동,37.40534768,126.9187886,,
2024120511,4.3,5.21,안양2동,37.40619305,126.9179603,,
2024120512,5.84,6.27,안양2동,37.40528722,126.9162406,,
2024120513,6.8,8.41,안양2동,37.40590353,126.9198066,,
2024120514,6.72,7.19,안양2동,37.40815976,126.9195202,,
2024120515,3.99,6.55,안양2동,37.40562447,126.9191879,,
2024120516,17.26,23.99,안양2동,37.40925187,126.915399,,
2024120517,5.35,6.03,관양동,37.40553548,126.9700263,,
2024120518,7.44,9.29,관양동,37.40539247,126.969993,,
2024120519,5.19,5.29,관양동,37.4056048,126.9699867,,
2024120520,10.07,22.15,비산3동,37.40592573,126.949961,,
2024120521,6.66,7.65,안양2동,37.40571908,126.9200037,,
2024120522,7.29,9.9,안양2동,37.4058251,126.9200282,,
2024120523,8.74,9.05,박달동,37.40869958,126.885032,,
2024120524,10.75,14.71,석수2동,37.40996485,126.9066204,,
2024120525,6.55,6.75,충훈동,37.40998302,126.8926038,,
2024120526,6.76,7.23,박달동,37.41001158,126.8856326,,
2024120527,4.16,8.59,호계2동,37.37797131,126.9524951,,
2024120528,4.35,6.51,호계2동,37.37789774,126.9523842,,
2024120529,3.72,13.65,호계2동,37.37698889,126.9529291,,
2024120530,6.45,9.39,호계2동,37.37604972,126.9533556,,
2024120531,6.92,11.94,호계2동,37.37620434,126.9532576,,
2024120532,4.51,12.82,호계2동,37.37689081,126.9530293,,
2024120533,2.66,9.35,호계2동,37.37670984,126.9531647,,
2024120534,7.37,9.56,호계2동,37.37916497,126.9523914,,
2024120535,6.87,8.33,호계2동,37.37898647,126.9510499,,
2024120536,8.23,10.68,호계2동,37.37613839,126.9535556,,
2024120537,8.53,13.42,호계2동,37.3760217,126.9534971,,
2024120538,7.09,10.24,호계2동,37.37614004,126.9533536,,
2024120539,5.59,6.24,호계2동,37.3761395,126.9534628,,
2024120540,4.8,8.63,호계2동,37.37609269,126.9535026,,
2024120541,4.71,7.38,호계2동,37.37610901,126.9533866,,
2024120542,5.18,5.87,호계2동,37.37606329,126.953421,,
2024120543,8.39,9.05,호계2동,37.37977183,126.9525145,,
2024120544,5.3,9.24,호계2동,37.37748911,126.9543405,,
2024120545,4.78,7.26,호계2동,37.37654331,126.9549589,,
2024120546,9.06,10.74,호계2동,37.37668767,126.9548588,,
2024120547,5.16,5.58,호계2동,37.37646738,126.9542831,,
2024120548,9.07,11.6,호계2동,37.37636755,126.9542108,,
2024120549,9.09,10.67,호계2동,37.37713175,126.9546173,,
2024120550,4.38,7.28,호계2동,37.37725115,126.9546274,,
2024120551,8.47,10.95,호계2동,37.37728986,126.9545301,,
2024120552,5.61,7.32,병목안동,37.38600254,126.906923,,
2024120553,8.33,9.7,병목안동,37.38583357,126.9066626,,
2024120554,6.8,6.93,병목안동,37.38597689,126.9065179,,
2024120555,6.9,7.28,병목안동,37.38674797,126.9087027,,
2024120556,3.28,3.71,병목안동,37.38800104,126.9086426,,
2024120557,8.57,9.55,병목안동,37.38792558,126.9086687,,
2024120558,7.98,8.09,병목안동,37.38796586,126.90882,,
2024120559,3.76,7.81,병목안동,37.38892241,126.9078365,,
2024120560,5.98,7.87,병목안동,37.38878889,126.9079043,,
2024120561,6.55,8.63,병목안동,37.38985697,126.908022,,
2024120562,2.67,5.01,병목안동,37.38977808,126.9081,,
2024120563,6.55,7.69,병목안동,37.38919563,126.9095358,,
2024120564,4.04,9.56,병목안동,37.38880793,126.9085497,,
2024120565,19.87,36.34,호계3동,37.36518196,126.958574,,
2024120566,4.75,5.69,호계3동,37.36558649,126.9581384,,
2024120567,6.99,8.55,호계3동,37.36604564,126.9568022,,
2024120568,18.01,18.51,호계3동,37.36721649,126.9556491,,
2024120569,5.03,6.41,호계3동,37.36501866,126.9589246,,
2024120570,3.61,3.73,호계3동,37.36640126,126.9521789,,
2024120571,3.1,5.08,호계3동,37.36628568,126.9543881,,
2024120572,6.4,6.55,호계3동,37.36804248,126.9533937,,
2024120573,3.51,4.21,호계1동,37.36907169,126.9530909,,
2024120574,12.43,16.01,호계3동,37.36634638,126.9540452,,
2024120575,24.14,24.78,호계3동,37.36892901,126.9532945,,
2024120576,7.82,13.76,호계3동,37.36679752,126.9542113,,
2024120577,7.31,7.77,호계3동,37.36771647,126.9537379,,
2024120578,9.58,12.97,호계3동,37.36718,126.9543783,,
2024120579,9.14,13.5,호계3동,37.36663113,126.9541252,,
2024120580,6.59,9.25,호계3동,37.36773914,126.9546536,,
2024120581,7.13,7.76,호계1동,37.36982723,126.9524184,,
2024120582,3.57,4.49,호계3동,37.3665362,126.9549351,,
2024120583,14.65,14.76,호계3동,37.36804245,126.9546278,,
2024120584,7.74,7.79,호계3동,37.36804958,126.9548354,,
2024120585,11.58,17.98,호계1동,37.36947227,126.9542144,,
2024120586,16.49,18.1,호계1동,37.36915515,126.9532263,,
2024120589,6.82,8.8,호계3동,37.36729137,126.9543507,,
2024120590,6.51,10.06,호계3동,37.36674382,126.9540796,,
2024120591,7.06,11.18,호계3동,37.36668385,126.9542534,,
2024120592,6.5,7.97,호계3동,37.36852554,126.9528763,,
2024120593,4.62,4.93,호계3동,37.36632244,126.953848,,
2024120594,15.01,15.32,호계3동,37.36880007,126.9536699,,
2024120595,22.2,30.88,호계1동,37.3690861,126.9536248,,
2024120596,7.27,7.8,호계3동,37.36544498,126.9533828,,
2024120597,4.95,7.32,호계1동,37.37091657,126.9595057,,
2024120598,4.31,7.09,호계1동,37.37126686,126.9581197,,
2024120599,4.56,8.4,호계1동,37.37148152,126.9568958,,
2024120600,4.63,8.38,호계1동,37.37224079,126.9568298,,
2024120601,4.37,7.34,호계1동,37.37238388,126.9568161,,
2024120602,19.62,21.4,호계1동,37.37433198,126.9558853,,
2024120603,6.29,7.91,호계1동,37.37475726,126.9572275,,
2024120604,4.86,8.24,호계1동,37.37023705,126.9570054,,
2024120605,4.84,8.42,호계1동,37.37074181,126.9569565,,
2024120606,4.53,8.41,호계1동,37.37088535,126.9569434,,
2024120607,6.43,9.46,호계1동,37.37367299,126.9577665,,
2024120608,2.24,6.05,호계1동,37.37235185,126.9574933,,
2024120609,5.04,8.52,호계1동,37.37349737,126.9572515,,
2024120610,13.4,22.1,호계1동,37.37022705,126.9575957,,
2024120611,14.26,38.95,호계3동,37.37034905,126.9582879,,
2024120612,4.62,7.33,호계1동,37.37137125,126.9568223,,
2024120613,4.57,8.29,호계1동,37.37127979,126.9569102,,
2024120614,4.39,6.95,호계1동,37.37237571,126.9580161,,
2024120615,4.48,7.63,호계1동,37.37071984,126.9588348,,
2024120616,3.96,7.15,호계1동,37.37231896,126.9568877,,
2024120617,7.81,13.64,호계1동,37.37424464,126.9559176,,
2024120618,10.06,13.07,호계1동,37.37427911,126.9557246,,
2024120619,8.21,14.59,호계1동,37.37441435,126.9558453,,
2024120620,9.72,13.01,호계1동,37.37438545,126.9560468,,
2024120621,2.47,6.84,호계1동,37.37084214,126.9576277,,
2024120622,9.42,14.4,호계1동,37.37459935,126.9566859,,
2024120623,4.41,7.34,호계1동,37.37081788,126.9570199,,
2024120624,12.53,40.58,호계1동,37.37053855,126.9579162,,
2024120625,2.69,4.07,호계1동,37.37375158,126.9545712,,
2024120626,4.94,4.99,호계1동,37.37367657,126.954513,,
2024120627,3.11,3.79,호계1동,37.37292567,126.9540694,,
2024120628,1.97,8.09,호계1동,37.37329812,126.9546307,,
2024120629,2.8,4.06,호계1동,37.373391,126.9545891,,
2024120630,3.69,9.4,호계1동,37.37226565,126.9541191,,
2024120631,4.04,14.86,호계1동,37.37048175,126.9542644,,
2024120632,7.47,7.77,호계1동,37.37059487,126.9507888,,
2024120633,7.6,8.25,호계1동,37.37432196,126.950265,,
2024120634,9.97,10.49,호계1동,37.37378812,126.9504856,,
2024120635,9.13,9.73,호계1동,37.3743596,126.9500646,,
2024120636,6.54,7.06,호계1동,37.37428916,126.9501737,,
2024120637,10.34,14.16,호계1동,37.37404943,126.9545618,,
2024120638,10.34,13.13,호계1동,37.37395834,126.9547774,,
2024120639,12,12.79,호계1동,37.37378299,126.9544648,,
2024120640,4.83,8.23,호계1동,37.37488397,126.9540191,,
2024120641,6.44,15.34,호계1동,37.3729237,126.9538228,,
2024120642,4.47,7.01,신촌동,37.38149037,126.9608998,,
2024120643,6.02,6.37,신촌동,37.38103847,126.9610874,,
2024120644,6.25,8.54,신촌동,37.38185311,126.9605548,,
2024120645,19.66,30.57,신촌동,37.38188274,126.9609157,,
2024120646,18.54,39.4,귀인동,37.38162578,126.9612853,,
2024120647,6.02,9.48,귀인동,37.38255881,126.9614918,,
2024120648,20.28,32.64,귀인동,37.38206461,126.9608268,,
2024120649,3.91,4.54,갈산동,37.38049633,126.9614293,,
2024120650,3.34,11.32,귀인동,37.3847186,126.9647693,,
2024120651,7.53,9.71,귀인동,37.38476272,126.964747,,
2024120652,10.32,14.15,안양2동,37.41282135,126.9166389,,
2024120653,5.85,7.97,안양2동,37.41272878,126.9167135,,
2024120654,10.47,13.41,박달동,37.40349111,126.9033469,,
2024120655,10.49,13.76,박달동,37.40330596,126.9032091,,
2024120656,8.26,9.12,박달동,37.40028809,126.9022728,,
2024120657,9.2,20.59,박달동,37.40214418,126.9029368,,
2024120658,10.24,11.85,박달동,37.40302456,126.9029847,,
2024120659,7.23,10.93,박달동,37.4028643,126.9029509,,
2024120660,6.89,21.46,박달동,37.4020441,126.9010433,,
2024120661,7.52,11.1,박달동,37.40229905,126.9030663,,
2024120662,5.16,9.57,박달동,37.40050295,126.9027577,,
2024120663,5.53,5.99,박달동,37.40356489,126.9005289,,
2024120664,3.14,8.76,박달동,37.40322359,126.9003434,,
2024120665,6.44,7.12,박달동,37.4033486,126.9033695,,
2024120666,3.84,7.06,비산3동,37.40875848,126.9496497,,
2024120667,12.08,27.02,비산3동,37.40563698,126.949695,,
2024120668,7.57,9.3,비산3동,37.40674044,126.9468513,,
2024120669,4.9,8.67,비산3동,37.40679276,126.9469405,,
2024120670,7.73,10.93,비산3동,37.40653426,126.9499274,,
2024120671,10.91,25.54,비산3동,37.40540207,126.9498229,,
2024120672,6.03,8.97,비산3동,37.40671687,126.9475567,,
2024120673,4.35,4.9,비산3동,37.40582842,126.9438334,,
2024120674,9.64,12.38,비산3동,37.4052758,126.9426145,,
2024120675,8.15,8.48,비산3동,37.40602767,126.9440107,,
2024120676,9.12,9.12,비산3동,37.40570302,126.9440919,,
2024120677,9.49,24.13,비산3동,37.40510773,126.9424747,,
2024120678,4.66,4.73,비산1동,37.40756745,126.935201,,
2024120679,7.15,7.26,비산1동,37.40747445,126.9351821,,
2024120680,5.52,5.95,비산1동,37.40809969,126.9360432,,
2024120681,5.92,6.71,비산1동,37.40800787,126.9324847,,
2024120682,2.56,6.9,비산1동,37.40581522,126.9339194,,
2024120683,4,5.45,비산1동,37.40557835,126.9337065,,
2024120684,4.4,8,비산1동,37.40517367,126.9334834,,
2024120685,7.07,8.17,비산1동,37.4065074,126.9340846,,
2024120686,10.04,12.54,비산1동,37.4062861,126.9339202,,
2024120687,2.98,4.43,비산1동,37.40643509,126.933839,,
2024120688,7.26,9.67,비산1동,37.4056597,126.9338279,,
2024120689,7.85,12,비산1동,37.40553203,126.9338755,,
2024120690,14.4,17.59,달안동,37.39360708,126.9496135,,
2024120691,11.98,16.82,달안동,37.39621231,126.9512677,,
2024120692,8.34,14.1,부림동,37.39733682,126.9548257,,
2024120693,6.33,10.8,부림동,37.39702222,126.9533129,,
2024120694,18.97,29.16,부림동,37.39542619,126.9535882,,
2024120695,5.88,7.43,호계1동,37.36585001,126.9468772,,
2024120696,7.35,7.95,호계1동,37.3697382,126.9481571,,
2024120697,5.05,7.9,호계1동,37.36539515,126.9477107,,
2024120698,8.02,8.42,호계1동,37.36958764,126.9495745,,
2024120699,16.05,34.03,호계1동,37.36581454,126.9457392,,
2024120700,16.65,27.33,호계1동,37.36562541,126.9460227,,
2024120701,7.97,10.7,호계1동,37.36790941,126.945039,,
2024120702,6.87,15.69,명학동,37.37320732,126.9453311,,
2024120703,14.22,16,호계1동,37.37293483,126.94959,,
2024120704,8.52,9.13,호계1동,37.37464191,126.9497595,,
2024120705,3.13,3.96,호계1동,37.3709394,126.9486953,,
2024120706,3.86,5.24,호계1동,37.3709197,126.9487595,,
2024120707,5.65,11.78,호계1동,37.37099833,126.9474806,,
2024120708,10.03,12.63,호계1동,37.37109318,126.9475123,,
2024120709,8.67,11.5,호계1동,37.37139244,126.9480812,,
2024120710,9.72,10.62,호계1동,37.3744426,126.9476723,,
2024120711,15.04,15.63,호계1동,37.37357439,126.9467532,,
2024120712,9.41,11.46,호계1동,37.37384047,126.9462812,,
2024120713,17.7,23.23,명학동,37.37428352,126.9453479,,
2024120714,8.31,10.02,호계1동,37.37308045,126.9469592,,
2024120715,8.14,9.34,안양7동,37.3874192,126.9351821,,
2024120716,6.34,7.69,병목안동,37.38868024,126.9092344,,
2024120717,6.47,6.95,병목안동,37.38864724,126.9091361,,
2024120718,5.86,8.07,병목안동,37.3891825,126.909736,,
2024120719,4.68,8.13,병목안동,37.38888171,126.9079988,,
2024120720,11.63,11.84,부흥동,37.39311703,126.945764,,
2024120721,14.9,14.9,부흥동,37.39196974,126.9467534,,
2024120722,8.94,9.17,부흥동,37.39052345,126.9487466,,
2024120723,14.25,14.3,부흥동,37.39190588,126.9486282,,
2024120724,6.6,6.6,부흥동,37.39063973,126.9489905,,
2024120725,6.01,8.01,부흥동,37.39243989,126.9493086,,
2024120726,14.86,15.18,부흥동,37.39010723,126.9490817,,
2024120727,10.13,11.03,명학동,37.37728863,126.9418544,,
2024120728,3.77,5.64,호계2동,37.37942327,126.9415652,,
2024120729,17.79,18.04,명학동,37.37703573,126.9419372,,
2024120730,6.18,7.48,명학동,37.37524038,126.9430032,,
2024120731,4.67,6.89,명학동,37.37693929,126.9416682,,
2024120732,4.61,6.31,명학동,37.37599726,126.9408808,,
2024120733,5.06,5.87,명학동,37.37619873,126.9407894,,
2024120734,8.31,8.73,명학동,37.3753088,126.9392534,,
2024120735,5.62,5.73,명학동,37.37511926,126.9380598,,
2024120736,6.37,6.56,명학동,37.37506469,126.9381343,,
2024120737,8.27,9.35,안양7동,37.37991919,126.9393304,,
2024120738,3.98,4.07,명학동,37.37932668,126.9379298,,
2024120739,19.71,21.66,명학동,37.37872834,126.9388397,,
2024120740,11.21,12.6,명학동,37.37780312,126.9396299,,
2024120741,3.75,6.5,안양7동,37.37980674,126.9393768,,
2024120742,4.72,5.33,명학동,37.37574432,126.9387896,,
2024120743,4.88,5.03,명학동,37.37897073,126.9383282,,
2024120744,6.07,6.3,명학동,37.37994664,126.9372543,,
2024120745,4.36,4.38,명학동,37.37857554,126.9387789,,
2024120746,5.04,5.07,명학동,37.37910005,126.9381886,,
2024120747,5.27,6.72,명학동,37.37510763,126.9379885,,
2024120748,6.14,8.89,명학동,37.37898938,126.9350941,,
2024120749,6.12,7.09,병목안동,37.37963744,126.9056564,,
2024120750,6.26,7.03,병목안동,37.3791429,126.9053564,,
2024120751,4.44,5,병목안동,37.37968394,126.9057542,,
2024120752,3.85,4.84,안양6동,37.38938573,126.9298476,,
2024120753,3.05,3.61,안양6동,37.38944193,126.9299546,,
2024120754,5.03,6.25,안양6동,37.38646113,126.9286037,,
2024120755,4.99,6.09,안양6동,37.38641148,126.9284992,,
2024120756,4.23,5.02,안양6동,37.38574307,126.9291919,,
2024120757,5.1,5.74,안양6동,37.38744365,126.9283922,,
2024120758,9.35,13.97,안양6동,37.38672545,126.9268147,,
2024120759,5.9,8.5,안양6동,37.3892909,126.9295614,,
2024120760,9.34,11.01,안양6동,37.38957217,126.9289122,,
2024120761,5.51,9.64,안양6동,37.38508208,126.9275091,,
2024120765,8.8,10.17,안양6동,37.38872315,126.9259722,,
2024120766,6.61,7.03,병목안동,37.38099436,126.9062328,,
2024120767,1.64,8.45,병목안동,37.38316682,126.9084139,,
2024120768,5.97,6.14,병목안동,37.38393812,126.9080366,,
2024120769,8.52,9.65,병목안동,37.38431591,126.902302,,
2024120770,2.69,9.01,병목안동,37.38498785,126.9040283,,
2024120771,8.27,9.6,병목안동,37.38492394,126.9039776,,
2024120772,7.47,8.17,병목안동,37.3845729,126.9030857,,
2024120773,5.98,7.66,병목안동,37.38496581,126.9041407,,
2024120774,5.85,12.56,병목안동,37.38430612,126.9024619,,
2024120775,7.3,9.7,범계동,37.3879541,126.9498916,,
2024120776,6.43,8.1,범계동,37.38911449,126.9486838,,
2024120777,21.97,22.25,범계동,37.38924685,126.9483542,,
2024120778,32.65,35.55,범계동,37.38892912,126.9482812,,
2024120779,4.06,4.99,부흥동,37.3894916,126.9481585,,
2024120780,33.94,34.46,부흥동,37.38918327,126.9479547,,
2024120781,4.73,5.4,호계2동,37.38862037,126.9473397,,
2024120782,4.85,4.86,호계2동,37.38843976,126.9475821,,
2024120783,4.84,7.36,호계2동,37.38864574,126.9480535,,
2024120784,19.94,20.15,호계2동,37.38886458,126.9478796,,
2024120785,5.63,5.73,호계2동,37.3877021,126.946179,,
2024120786,6.97,8.15,호계2동,37.38824775,126.946881,,
2024120787,5.56,5.66,호계2동,37.38753474,126.9464405,,
2024120788,17.83,18.01,호계2동,37.38780305,126.9465531,,
2024120789,7.9,8.02,호계2동,37.38735534,126.9457844,,
2024120790,19.5,21,호계1동,37.37303405,126.9472811,,
2024120791,7.42,9.1,호계1동,37.37235707,126.9480513,,
2024120792,6.3,6.44,호계1동,37.37014075,126.9487329,,
2024120793,6.79,7.22,호계1동,37.37027105,126.9487178,,
2024120794,6.76,6.89,호계1동,37.37026087,126.9485607,,
2024120795,9.56,12.13,호계1동,37.37309769,126.9495762,,
2024120796,6.71,7.72,호계1동,37.37065575,126.9491181,,
2024120797,8.89,10.19,호계1동,37.37432442,126.9477077,,
2024120798,9.54,11.77,호계1동,37.37432309,126.9475628,,
2024120799,6.58,7.04,호계1동,37.37056444,126.9481989,,
2024120800,8.05,8.47,호계1동,37.3738611,126.948431,,
2024120801,8.74,9.43,호계1동,37.37344368,126.9490569,,
2024120802,6.71,6.98,호계1동,37.37013687,126.9485774,,
2024120803,6.29,6.39,호계1동,37.3747456,126.9497223,,
2024120804,0.62,1.27,명학동,37.37388473,126.9450017,,
2024120805,12.09,13.06,호계1동,37.37308538,126.94977,,
2024120806,11.06,12.18,명학동,37.37407087,126.9453805,,
2024120807,7.14,7.63,호계1동,37.37256346,126.9493708,,
2024120808,7.15,7.86,호계1동,37.37198514,126.9486654,,
2024120809,20.87,24,호계1동,37.37203706,126.948882,,
2024120810,17.76,19.06,호계1동,37.37224215,126.9488819,,
2024120811,19.15,21.44,호계1동,37.37219592,126.9485908,,
2024120812,5.46,6.21,병목안동,37.37140158,126.9048965,,
2024120813,2.75,10.54,호계2동,37.37985178,126.9467803,,
2024120814,2.65,4.29,호계2동,37.37990275,126.9473956,,
2024120815,4.01,5.79,호계2동,37.37977789,126.9472234,,
2024120816,8.96,9.29,명학동,37.37557437,126.9451112,,
2024120817,5.2,5.22,호계2동,37.3797296,126.9456132,,
2024120818,8.35,9.07,호계1동,37.37514149,126.9483847,,
2024120819,9.39,9.89,호계1동,37.3751424,126.9489958,,
2024120820,15.43,16.53,명학동,37.37584221,126.9432254,,
2024120821,4.9,6.72,명학동,37.37505068,126.9413615,,
2024120822,22.72,23.02,명학동,37.37603089,126.9403053,,
2024120823,12.03,19.38,명학동,37.37627949,126.9409448,,
2024120824,9.63,10.32,명학동,37.37603491,126.9431917,,
2024120825,9.03,12.65,명학동,37.37502139,126.944336,,
2024120826,8.29,10.01,명학동,37.37503381,126.9444909,,
2024120827,7.87,17.8,안양7동,37.38598618,126.9375612,,
2024120828,7.48,16.75,안양7동,37.38580642,126.9367854,,
2024120829,5.88,13.35,안양7동,37.38552018,126.9359456,,
2024120830,7.97,8.09,안양7동,37.38540029,126.9359196,,
2024120831,6.78,11.08,안양7동,37.38558341,126.9358378,,
2024120832,8.44,9.08,안양7동,37.38569395,126.9358138,,
2024120833,2.04,7.69,안양7동,37.38828082,126.9390533,,
2024120834,7.4,16.6,안양7동,37.38637616,126.9392414,,
2024120835,3.98,6.99,안양7동,37.38679373,126.9392064,,
2024120836,3.86,6.98,안양7동,37.38674189,126.9391713,,
2024120837,4,6.95,안양7동,37.38677048,126.9391069,,
2024120838,3.92,6.98,안양7동,37.3868219,126.9391407,,
2024120839,5.44,7.22,안양7동,37.38923599,126.9361636,,
2024120840,7.6,8.63,병목안동,37.38903407,126.9079274,,
2024120841,5.31,6.22,명학동,37.38541962,126.9316778,,
2024120842,7.91,9.08,안양6동,37.38543695,126.9315814,,
2024120843,5.22,6.37,안양6동,37.38551231,126.9315953,,
2024120844,8.04,9.28,안양6동,37.38549986,126.9316997,,
2024120845,17.91,22.43,안양6동,37.38593961,126.9321333,,
2024120846,9.69,10.18,안양6동,37.38566221,126.9320118,,
2024120847,17.5,21.84,안양6동,37.38822149,126.930236,,
2024120848,18.6,22.87,안양6동,37.38749174,126.9308395,,
2024120849,9.9,15.62,안양6동,37.38667778,126.9343983,,
2024120850,5.28,13.11,안양6동,37.38749049,126.9263887,,
2024120851,5.34,7.13,안양6동,37.38928869,126.9296658,,
2024120852,6.5,6.53,부흥동,37.39068228,126.9481988,,
2024120853,17.6,17.64,부흥동,37.39119237,126.9477494,,
2024120854,10.51,10.67,부흥동,37.39453833,126.9478744,,
2024120855,5.13,5.21,부흥동,37.39384201,126.9470105,,
2024120856,15.62,15.73,부흥동,37.39443282,126.9475757,,
2024120857,8.24,8.27,부흥동,37.39460379,126.9476118,,
2024120858,6.24,6.44,부흥동,37.3946854,126.9477129,,
2024120859,9.68,9.87,부흥동,37.39200149,126.9465765,,
2024120860,10.76,11.29,부흥동,37.39215234,126.9466594,,
2024120861,8.18,8.42,부흥동,37.39376414,126.9465657,,
2024120862,16.43,16.48,부흥동,37.39278658,126.9455277,,
2024120863,9.78,9.81,부흥동,37.39120368,126.949595,,
2024120864,6.46,9.42,달안동,37.39422412,126.9494168,,
2024120865,5.75,6.29,안양6동,37.38824895,126.9246027,,
2024120866,6.44,6.54,안양6동,37.38877489,126.9232391,,
2024120867,4.56,6.22,병목안동,37.38933318,126.9158214,,
2024120868,4.26,6.1,병목안동,37.38821903,126.9156823,,
2024120869,5.12,11.12,병목안동,37.38851961,126.91561,,
2024120870,1.99,5.89,병목안동,37.38717749,126.9153512,,
2024120871,5.87,11.93,병목안동,37.38771808,126.9155267,,
2024120872,8.87,9.06,병목안동,37.38542196,126.9053035,,
2024120873,11.35,13.06,병목안동,37.38612714,126.9069193,,
2024120874,6.82,6.96,병목안동,37.38540688,126.9064629,,
2024120875,2.34,6.99,병목안동,37.38544224,126.9064205,,
2024120876,4.88,6.44,박달동,37.40540165,126.8870147,,
2024120877,13.54,15.48,박달동,37.40550386,126.8871603,,
2024120878,4.96,6.88,박달동,37.40561724,126.8873084,,
2024120879,7.46,8.02,박달동,37.40607444,126.8855085,,
2024120880,7.27,7.34,박달동,37.40807945,126.8856514,,
2024120881,5.78,6.73,비산3동,37.40431993,126.9440049,,
2024120882,6.47,7.78,비산3동,37.4042764,126.9441802,,
2024120883,5.68,5.77,비산3동,37.40446408,126.9437512,,
2024120884,3.49,5.45,비산3동,37.40449583,126.9438393,,
2024120885,5.1,5.16,비산3동,37.40425344,126.9439499,,
2024120886,12.89,13.74,비산3동,37.40405828,126.9430278,,
2024120887,6.18,7.21,비산1동,37.40044978,126.9403716,,
2024120888,8.75,12.17,비산1동,37.40177343,126.9304682,,
2024120889,8.91,10.98,비산1동,37.40178512,126.9318449,,
2024120890,14.4,16.78,비산1동,37.40339973,126.9326442,,
2024120891,8.47,11.06,비산1동,37.40236191,126.9315927,,
2024120892,5.55,11.72,비산1동,37.40104138,126.9308348,,
2024120893,8.32,11.19,비산1동,37.40151972,126.9312894,,
2024120894,4.89,5.01,비산1동,37.40135704,126.9311261,,
2024120895,14.31,14.7,비산1동,37.40023206,126.9327479,,
2024120896,3.52,14.04,비산1동,37.40034988,126.9326605,,
2024120897,5.44,7.79,비산1동,37.40218965,126.9303929,,
2024120898,6.66,8.99,비산1동,37.40222574,126.9304652,,
2024120899,11.78,12.19,비산1동,37.40242613,126.9313233,,
2024120900,14.27,14.35,비산1동,37.40229835,126.9312883,,
2024120901,14.83,15.18,비산1동,37.40250573,126.931584,,
2024120902,5.28,5.49,비산1동,37.40305623,126.9324135,,
